cellName,coverage_bool_vcf,depth_vcf,coverage_bool_gvcf,depth_gvcf
O16_B003067,1,"['1899', '2128', '2318', '2249', '2300', '2063']",1,"['1895', '2128', '2317', '2152', '2299', '2061']"
O16_B003070,1,"['128', '150', '98', '126']",1,"['128', '150', '98', '126']"
O16_B003103,1,"['491', '815', '815', '1124', '1356', '1604', '1606', '1468', '1468', '1468', '1468', '1468', '1608', '1327', '1374', '257']",1,"['491', '815', '815', '1124', '1356', '1604', '1606', '1468', '1468', '1468', '1468', '1468', '1608', '1327', '1374', '257']"
O16_B003116,1,"['151', '314', '191', '179']",1,"['150', '314', '191', '179']"
O16_B003120,1,274,1,271
O16_B003129,0,0,0,0
O16_B003771,0,0,0,0
O16_B003775,1,"['2', '268', '472', '483', '533', '396', '682']",1,"['2', '268', '445', '483', '533', '396', '687']"
O16_B003776,1,"['172', '670', '656', '727', '576', '40']",1,"['172', '666', '656', '728', '576', '40']"
O16_B003777,1,3,1,3
O16_B003920,1,"['129', '200', '333', '272', '252', '238']",1,"['129', '200', '333', '272', '252', '238']"
O16_B003930,1,"['48', '82', '79', '86', '159', '115', '12', '12']",1,"['48', '82', '79', '86', '159', '115', '12', '12']"
O17_1001000339,1,"['10', '22', '24', '50', '39']",1,"['10', '22', '24', '50', '39']"
O17_1001000407,1,"['516', '589', '459', '470', '484']",1,"['957', '1175', '885', '875', '855']"
O17_1001000408,1,"['174', '632', '807', '802', '849', '691', '614']",1,"['1228', '1273', '1519', '1387', '1387', '1477', '1387', '1391', '1283']"
O17_1001000412,1,"['962', '1052', '1188', '1138', '1138', '1138', '1138', '1138', '1138', '1139', '1138', '1021', '1024', '1002']",1,"['1598', '2', '1814', '1966', '1818', '1818', '1818', '1818', '1818', '2336', '1668', '1780', '1678']"
O17_B000420,1,"['637', '524', '730', '831']",1,"['568', '521', '731', '831']"
O17_B000422,0,0,0,0
O17_B001007,1,"['17', '16', '16', '66', '78', '78', '70', '70']",1,"['17', '16', '16', '66', '78', '78', '70', '70']"
O17_B002073,1,['46'],1,['45']
O17_B002079,1,['58'],1,['58']
O17_B002090,0,0,0,0
O17_B003103,1,"['414', '977', '1184', '1037', '1019']",1,"['414', '977', '1184', '1037', '1019']"
O17_B003116,1,"['538', '701', '646', '679', '606', '606', '558', '560']",1,"['538', '699', '646', '678', '606', '606', '558', '560']"
O17_B003120,1,"['223', '217']",1,"['223', '217']"
O17_B003518,1,"['252', '204']",1,"['252', '204']"
O17_B003529,1,"['1684', '2', '1556', '1980', '1977', '1977', '2003', '1977', '1977', '1408', '1624', '1645']",1,"['1680', '1560', '1983', '1953', '1953', '1954', '1953', '1953', '1409', '1599', '1642']"
O17_B003776,1,"['21', '371', '371', '400', '460', '514', '587', '521', '498', '508', '485', '485', '540', '540', '540', '572']",1,"['18', '334', '334', '363', '460', '514', '587', '521', '498', '508', '485', '485', '474', '474', '474', '506']"
O18_1001000339,1,"['14', '25', '38', '24']",1,"['14', '25', '38', '24']"
O18_1001000407,1,"['130', '216', '220', '259', '15', '15']",1,"['202', '460', '433', '470', '512']"
O18_1001000412,1,"['313', '770', '593', '588']",1,"['539', '8', '8', '8', '8', '8', '8', '8', '8', '1253', '1472', '1121', '1076']"
O18_B000420,1,"['1386', '7', '6', '1578', '1874', '1355', '1189', '616', '60']",1,"['1385', '7', '6', '1576', '1355', '1188', '616', '60']"
O18_B001010,1,"['819', '1799', '1839', '2053', '1925', '1923', '1923', '1669', '1545']",1,"['819', '1799', '1839', '2053', '1925', '1923', '1923', '1669', '1545']"
O18_B002073,1,"['120', '384']",1,"['120', '384']"
O18_B002097,0,0,0,0
O18_B003105,1,"['422', '682']",1,"['422', '682']"
O18_B003112,1,"['47', '47', '47', '47', '47', '108', '78', '78', '76', '133']",1,"['43', '43', '43', '43', '43', '108', '78', '78', '76', '133']"
O18_B003116,1,"['360', '623', '524', '523', '523', '523', '523', '523', '523', '523', '523', '523', '523', '523', '567', '424', '467', '467', '467', '467', '518', '551', '620']",1,"['360', '624', '525', '524', '524', '524', '524', '524', '524', '524', '524', '524', '524', '524', '568', '424', '463', '463', '463', '463', '547', '623']"
O18_B003120,1,"['720', '809', '578', '578', '578', '603', '787']",1,"['720', '783', '552', '552', '552', '577', '760']"
O18_B003771,1,"['966', '1021']",1,"['966', '1021']"
O18_B003776,1,5,1,5
O18_B003777,1,"['1169', '1349', '1782', '1825', '1732', '1935']",1,"['1170', '1350', '1784', '1821', '1745', '1950']"
O19_1001000407,1,"['171', '334', '256', '317']",1,"['556', '551', '691', '586', '617']"
O19_1001000412,1,"['589', '606', '503', '580', '38']",1,"['817', '1054', '1119', '1128', '1186', '1078', '942']"
O19_B000420,1,82,1,82
O19_B000422,1,"['18', '45', '113']",1,"['18', '45', '113']"
O19_B001008,1,"['401', '473', '586', '516']",1,"['401', '473', '586', '516']"
O19_B001010,1,"['267', '574', '937', '997', '1218', '1323', '1095', '1078', '63']",1,"['267', '574', '937', '997', '1218', '1323', '1095', '1078', '63']"
O19_B002074,1,"['4', '3', '1159', '1296', '1295', '1023', '1023', '1023', '1023', '1129']",1,"['5', '4', '1159', '1296', '1295', '1032', '1032', '1032', '1032', '1032', '1032', '1032', '1032', '1032', '1138', '1186', '1098', '1098']"
O19_B002090,0,0,0,0
O19_B002097,1,['94'],1,['94']
O19_B003067,1,"['1104', '1710', '1871']",1,"['1108', '1716', '3', '1872', '1990']"
O19_B003103,1,"['380', '679', '763', '853', '803', '666', '72']",1,"['380', '679', '763', '853', '803', '666', '72']"
O19_B003112,1,"['1750', '4', '1683', '1976', '1850', '290', '191', '77']",1,"['1749', '1682', '1974', '2181', '1851', '293', '193', '79']"
O19_B003120,1,"['1062', '985', '985', '985', '985', '1146', '912']",1,"['1010', '933', '933', '933', '933', '1094', '870']"
O19_B003518,1,"['26', '46', '60', '33']",1,"['26', '46', '60', '33']"
O19_B003522,1,"['753', '749', '844', '874', '1086', '714', '898', '898', '898', '988']",1,"['751', '747', '843', '780', '1086', '714', '873', '873', '873', '964']"
O19_B003527,1,"['1077', '1254', '1416', '1280', '1137']",1,"['1075', '1126', '1415', '1216', '1142']"
O19_B003528,1,"['715', '676', '754', '758', '743', '715']",1,"['1', '669', '599', '754', '758', '743', '717']"
O19_B003647,1,"['119', '163', '221', '411', '385', '414']",1,"['111', '169', '221', '411', '384', '414']"
O19_B003776,1,"['431', '467', '437']",1,"['431', '467', '321']"
O19_B003920,1,"['927', '914']",1,"['929', '914']"
O1_B000863,1,"['784', '944', '944', '937', '937', '937', '937', '945', '945']",1,"['786', '935', '935', '928', '928', '928', '928', '928', '928']"
O1_B002571,1,"['116', '140', '141', '142', '107']",1,"['116', '140', '141', '142', '107']"
O1_B002572,1,"['25', '968', '1074', '1207', '1156', '1114', '1409', '1635', '1635', '1635', '1378', '1269']",1,"['24', '1211', '1089', '1119', '1414', '1535', '1535', '1535', '1380', '1272']"
O1_B002573,1,"['177', '396', '247', '498']",1,"['177', '396', '247', '498']"
O1_B003115,1,"['4', '4']",1,"['4', '4']"
O1_B003132,1,['2'],1,['2']
O1_B003187,1,"['205', '208', '355', '345', '331', '483', '268', '254', '425', '197', '111', '61', '43']",1,"['208', '207', '355', '345', '331', '484', '268', '254', '424', '196', '110', '61', '43']"
O1_B003191,1,"['233', '360', '372', '372', '371', '434', '414']",1,"['361', '379', '379', '371', '435', '371']"
O1_B003648,1,"['703', '915']",1,"['704', '884', '1201']"
O1_B003659,1,"['668', '1362']",1,"['591', '1173', '1363']"
O20_1001000339,1,"['5', '33', '55', '59', '70']",1,"['5', '33', '33', '55', '59', '70']"
O20_1001000407,1,"['261', '283', '351', '225']",1,"['448', '2', '552', '596', '616', '464', '492', '458']"
O20_B000901,0,0,0,0
O20_B001007,1,"['4', '4', '4', '4', '4', '4', '5']",1,"['4', '4', '4', '4', '4', '4', '5']"
O20_B002079,1,['209'],1,['209']
O20_B002097,1,"['298', '243', '231', '302', '298']",1,"['298', '243']"
O20_B003112,1,"['317', '263', '282']",1,"['317', '263', '282']"
O20_B003120,1,"['39', '111', '100', '28', '42']",1,"['39', '111', '90', '28', '42']"
O20_B003527,1,"['164', '171', '95', '113', '113', '420', '433', '496']",1,"['164', '165', '95', '113', '113', '420', '433', '497']"
O20_B003646,1,84,1,84
O20_B003894,1,['852'],1,['850']
O20_B003920,1,['249'],1,['242']
O20_B003930,1,"['72', '45', '56', '49']",1,"['72', '45', '56', '49']"
O21_1001000339,1,['35'],1,['35']
O21_1001000407,1,"['53', '80', '81', '58', '56']",1,"['95', '130', '131', '110']"
O21_1001000408,1,"['347', '348', '330']",1,"['258', '518', '599', '622', '615', '615', '615', '615', '615', '614', '614', '614', '722', '644', '611']"
O21_1001000412,1,"['775', '885', '958', '954', '1087', '8', '939', '939', '939', '833', '802']",1,"['1423', '1585', '1763', '1704', '1585', '1438', '1377', '54', '1514', '1388']"
O21_B000575,1,"['864', '671', '306']",1,"['862', '671', '306']"
O21_B001010,1,"['2410', '2639', '2492', '2492', '2492', '2492', '2492', '2544', '2486', '2379', '2020']",1,"['2410', '2639', '2492', '2492', '2492', '2492', '2492', '2544', '2486', '2379', '2020']"
O21_B003103,1,"['13', '2064', '2165', '2527', '2675', '2750', '2582', '2234']",1,"['13', '2064', '2165', '2527', '2675', '2750', '2582', '2234']"
O21_B003120,1,"['357', '424']",1,"['357', '424']"
O21_B003529,1,"['1108', '1137', '1118', '1451', '1609', '1609', '1609', '962', '1206', '1323']",1,"['1108', '1137', '1114', '1446', '1513', '1513', '1514', '956', '1193', '1326']"
O21_B003775,1,"['449', '999', '864', '1139', '1267', '1168', '1112', '895', '1037']",1,"['453', '916', '865', '1097', '1267', '1168', '1112', '895', '1030']"
O21_B003920,1,"['63', '52']",1,"['63', '52']"
O22_1001000407,1,"['128', '308', '264', '245']",1,"['614', '523', '452', '520']"
O22_1001000408,1,"['231', '504', '618', '506']",1,"['1014', '1108', '1260', '994', '872']"
O22_B000422,1,"['7', '7', '7', '7', '7', '7', '7', '19', '19']",1,"['7', '7', '7', '7', '7', '7', '7', '19', '19']"
O22_B001008,1,['272'],1,['272']
O22_B002077,1,"['19', '26']",1,"['19', '26']"
O22_B002079,0,0,0,0
O22_B002097,1,['45'],1,['45']
O22_B003103,1,"['270', '434', '653', '698', '679', '818', '543', '543', '543', '543', '543', '543', '540', '540', '540', '541', '541', '542', '697', '107', '57', '57', '57', '40']",1,"['270', '434', '653', '698', '679', '818', '543', '543', '543', '543', '543', '543', '540', '540', '540', '541', '541', '542', '697', '107', '57', '57', '57', '40']"
O22_B003112,1,"['150', '703', '826', '976', '1044', '1030', '1030', '1030', '1030', '1030', '1031', '1030', '1030', '1030', '1031', '1446', '1200', '773', '35']",1,"['149', '703', '824', '973', '1041', '950', '950', '950', '950', '950', '951', '950', '950', '950', '951', '1451', '1200', '775', '35']"
O22_B003120,1,"['344', '263', '173', '143']",1,"['344', '263', '173', '143']"
O22_B003126,0,0,1,1
O22_B003191,1,"['128', '121', '169', '161']",1,"['128', '121', '169', '161']"
O22_B003775,1,"['221', '305']",1,"['221', '305']"
O22_B003776,1,"['796', '1061', '998', '1091', '1073', '852']",1,"['798', '986', '999', '1090', '1005', '855']"
O22_B003777,1,"['37', '712', '26', '26', '26', '26', '1185', '1319', '1042', '1545', '1857', '1526', '1624', '1651', '1501', '307']",1,"['37', '710', '26', '26', '26', '26', '1189', '1320', '1042', '1859', '1527', '1623', '1649', '1503', '312']"
O22_B003894,1,"['548', '546', '531', '477']",1,"['540', '539', '524', '477', '808']"
O22_B003920,1,"['579', '491']",1,"['576', '418']"
O22_B003995,1,"['3', '5', '27', '102', '41']",1,"['3', '5', '27', '102', '41']"
O24_1001000377,1,"['1', '1242', '1469', '1330', '1420', '1287', '1216', '1262']",1,"['1', '1243', '1472', '1210', '1415', '1288', '1121', '1167']"
O2_1001000340,1,"['35', '93', '73']",1,"['35', '93', '73']"
O2_1001000408,1,"['1050', '1287', '1356', '1364', '1290', '1042']",1,"['1760', '1', '1989', '2142', '2210', '2071']"
O2_B000260,1,"['36', '23']",1,"['36', '23']"
O2_B000861,1,"['1115', '1490', '3087', '2880', '2880', '2880']",1,"['1114', '1492', '2925', '2719', '2719', '2719']"
O2_B001007,0,0,0,0
O2_B001474,1,"['279', '255', '23', '22', '21', '21', '304', '309', '400', '429', '557', '279', '424', '419', '436']",1,"['279', '249', '23', '22', '21', '21', '294', '276', '400', '429', '557', '279', '425', '420', '436']"
O2_B001558,0,0,0,0
O2_B002097,0,0,0,0
O2_B002571,1,"['1275', '1223', '1372', '1603', '1005', '1071', '1071', '1071', '1212']",1,"['1273', '1086', '1223', '1371', '1525', '1402', '1006', '1214']"
O2_B003126,1,"['186', '500', '507', '565', '661', '403', '457']",1,"['189', '500', '507', '491', '661', '403', '457']"
O2_B003129,1,"['29', '166', '143', '143', '143', '143', '128']",1,"['29', '166', '143', '143', '143', '143', '127']"
O2_B003648,1,148,1,148
O2_B003658,1,"['3274', '3730', '3694', '3780', '3404', '3424']",1,"['1234', '1486', '3284', '3718', '3678', '3404', '3432']"
O2_B003659,1,"['42', '42']",1,"['42', '42']"
O3_1001000407,1,"['343', '279']",1,"['541', '493', '493', '493', '493', '493', '493', '493', '493', '493', '623', '701', '613', '621', '569']"
O3_1001000408,1,"['564', '684', '506', '496', '496', '496', '496', '496', '496', '497', '519', '533', '29']",1,"['1087', '1264', '948', '1003', '941', '896', '61']"
O3_B000862,1,"['589', '573', '728', '994', '911', '911', '911', '997']",1,"['590', '544', '703', '959', '876', '876', '876', '997']"
O3_B001007,0,0,0,0
O3_B001558,0,0,0,0
O3_B002572,1,"['201', '237', '192', '168']",1,"['201', '237', '168']"
O3_B003070,1,"['253', '301']",1,"['253', '301']"
O3_B003115,1,"['69', '202', '310', '299', '435', '340']",1,"['69', '202', '300', '299', '435', '320']"
O3_B003125,1,"['27', '26']",1,"['27', '26']"
O3_B003126,1,"['187', '546', '441']",1,"['185', '546', '441']"
O3_B003129,1,"['173', '287', '607', '551', '371']",1,"['176', '173', '331', '398', '398', '607', '551', '372']"
O3_B003132,1,"['89', '65', '90', '147', '199', '300', '231']",1,"['89', '65', '90', '147', '199', '300', '231']"
O3_B003187,1,"['40', '89', '2']",1,"['40', '89', '2']"
O3_B003995,1,"['663', '727', '727', '727', '727', '727', '794']",1,"['663', '727', '727', '727', '727', '727', '794']"
O4_1001000412,1,"['116', '212', '223']",1,"['371', '448', '430']"
O4_B001464,1,"['808', '967', '1000', '1154', '1483', '870', '1019']",1,"['806', '965', '998', '1152', '1483', '866', '1013']"
O4_B001470,1,"['23', '122', '107', '233']",1,"['23', '122', '107', '233']"
O4_B001559,1,"['227', '319', '348', '339', '342']",1,"['227', '319', '348', '339', '342']"
O4_B002571,1,"['742', '681', '823', '585', '681', '745', '832']",1,"['743', '680', '822', '584', '680', '741', '832']"
O4_B003071,1,"['439', '504', '479', '467', '411', '263', '262']",1,"['439', '504', '479', '442', '411', '263', '262']"
O4_B003115,0,0,0,0
O4_B003126,1,"['37', '725', '746', '412', '418']",1,"['41', '645', '746', '412', '382']"
O4_B003129,1,69,1,69
O4_B003132,1,"['143', '128']",1,"['143', '128']"
O4_B003187,1,"['659', '741', '1149', '1293']",1,"['334', '655', '622', '1146', '1185']"
O4_B003191,1,"['58', '5', '23', '117', '50']",1,"['58', '5', '23', '113', '50']"
O5_1001000412,1,"['148', '198', '627', '669', '749', '933', '841', '841', '841', '841', '841', '880', '662', '656']",1,"['1216', '1270', '1450', '1384', '1384', '1384', '1384', '1625', '1306', '1241', '1213', '1009', '75']"
O5_B001007,0,0,0,0
O5_B001470,1,"['715', '662', '1007', '1173', '1150', '1150', '1150', '1150', '1150', '1150', '1150', '1150', '1150', '1179', '1262', '845']",1,"['715', '639', '977', '1172', '1110', '1110', '1110', '1110', '1110', '1110', '1110', '1110', '1110', '1178', '1256', '843']"
O5_B001474,1,['16'],1,['16']
O5_B001559,1,60,1,60
O5_B002073,1,"['632', '918', '792', '905']",1,"['571', '918', '805', '906']"
O5_B002572,1,"['197', '292']",1,"['197', '292']"
O5_B002573,1,"['32', '46', '42', '24']",1,"['32', '46', '42', '24']"
O5_B003067,1,"['157', '131']",1,"['2', '157', '131']"
O5_B003126,1,10,1,10
O5_B003132,1,['167'],1,['167']
O5_B003187,1,"['135', '152', '202', '72']",1,"['135', '152', '202', '72']"
O5_B003191,1,"['290', '277']",1,"['290', '278']"
O5_B003995,1,['180'],1,['180']
O6_1001000412,1,"['9', '2', '689', '727', '787', '698', '709']",1,"['4', '1233', '1367', '1488', '1293', '1293', '1293', '1293', '1294', '1296', '1274', '1236']"
O6_B000863,1,179,1,['1']
O6_B001543,1,"['35', '18', '53', '31']",1,"['35', '18', '53', '31']"
O6_B001558,0,0,0,0
O6_B003132,1,"['223', '386', '369', '503', '713', '673', '673', '733', '698', '464', '568', '558', '558', '619', '567', '97', '48', '26']",1,"['223', '360', '369', '503', '596', '614', '614', '674', '698', '466', '569', '542', '542', '603', '567', '97', '48', '26']"
O6_B003187,0,0,0,0
O6_B003191,1,"['64', '86']",1,"['64', '86']"
O6_B003648,1,"['1715', '1908', '2207', '2064', '2064', '2064', '2064', '2064', '2064', '2287', '2064', '1811']",1,"['1714', '1905', '2084', '1948', '1948', '1948', '2164', '1811']"
O6_B003995,1,"['418', '394', '473', '537', '523', '479']",1,"['418', '394', '473', '537', '523', '479']"
O7_1001000340,0,0,0,0
O7_1001000407,1,"['156', '297', '313', '298', '271', '311', '210']",1,"['11', '735', '704', '665', '665', '665', '623', '597', '571']"
O7_B000861,1,"['30', '1667', '2039', '2259', '2214', '1930', '1930']",1,"['27', '1660', '6', '2', '1', '2040', '2212']"
O7_B001470,1,"['106', '143', '489', '403', '63']",1,"['105', '143', '489', '404', '63']"
O7_B001543,0,0,0,0
O7_B001545,1,2,1,2
O7_B001554,1,"['77', '54', '73', '79', '63', '52', '56', '53']",1,"['77', '54', '73', '79', '57', '52', '56', '53']"
O7_B002571,1,"['805', '850', '966', '1109', '1033', '916', '686', '779', '864']",1,"['804', '850', '966', '1064', '988', '916', '657', '779', '862']"
O7_B002573,1,['16'],1,['16']
O7_B003187,1,"['1516', '1977', '1837', '1717', '993', '946', '870', '870', '821', '772', '262']",1,"['1515', '1829', '1731', '1695', '1615', '264']"
O7_B003191,1,"['669', '669', '669', '720', '665', '883']",1,"['656', '656', '656', '707', '664', '884']"
O7_B003518,1,"['1446', '1410', '1613', '1391', '1458']",1,"['1445', '1413', '1608', '1390', '1460']"
O8_1001000340,0,0,0,0
O8_1001000407,1,"['397', '329']",1,"['633', '626', '736', '670']"
O8_B001545,0,0,0,0
O8_B002572,1,"['66', '313', '385', '312', '372', '330']",1,"['66', '309', '385', '312', '372', '329']"
O8_B003070,1,"['167', '230']",1,"['167', '230']"
O8_B003125,1,"['2276', '2812', '3004', '3120', '3114', '2939', '2922']",1,"['2278', '2664', '2984', '2979', '2795', '2795', '2797', '3119', '2937', '2917']"
O8_B003528,1,"['8', '908', '1284', '1386', '1358', '1241', '1063', '1045']",1,"['5', '861', '1223', '1386', '1282', '1240', '1063', '1047']"
O8_B003648,1,['12'],1,"['12', '569']"
O9_1001000407,1,"['388', '404', '451', '413', '382']",1,"['780', '834', '936', '933', '777', '1', '1', '702', '702', '702', '702', '703', '759', '49']"
O9_1001000408,1,"['265', '235']",1,"['1', '548', '462', '485']"
O9_1001000412,1,"['315', '584', '688', '698', '631', '580']",1,"['510', '1099', '1259', '1366', '1239', '1055']"
O9_B000861,1,"['9', '6', '3', '3103', '3719', '3907', '3431', '114']",1,"['9', '6', '3', '3111', '3724', '3732', '3451', '3451', '3451', '3513', '3422', '111']"
